/@lastUpdate,/@lastUpdate/#agg,/@version,/@version/#agg,/station/id,/station/id/#agg,/station/installDate,/station/installDate/#agg,/station/installed,/station/lat,/station/lat/#agg,/station/locked,/station/long,/station/long/#agg,/station/name,/station/nbBikes,/station/nbBikes/#agg,/station/nbDocks,/station/nbDocks/#agg,/station/nbEBikes,/station/nbEBikes/#agg,/station/nbEmptyDocks,/station/nbEmptyDocks/#agg,/station/nbStandardBikes,/station/nbStandardBikes/#agg,/station/removalDate,/station/removalDate/#agg,/station/temporary,/station/terminalName,/station/terminalName/#agg
1.72243E+12,,2,,19,19,1.27843E+12,1.27843E+12,TRUE,51.52505093,51.52505093,FALSE,-0.131161087,-0.131161087,"Taviton Street, Bloomsbury",3,3,30,30,0,0,27,27,3,3,,,FALSE,1009,1009
1.72243E+12,,2,,20,20,1.54466E+12,1.54466E+12,TRUE,51.527326,51.527326,FALSE,-0.13605286,-0.13605286,"Drummond Street , Euston",2,2,28,28,2,2,26,26,0,0,,,FALSE,993,993
1.72243E+12,,2,,21,21,1.27843E+12,1.27843E+12,TRUE,51.539834,51.539834,FALSE,-0.062806212,-0.062806212,"Lansdowne Drive, Hackney Central",9,9,26,26,3,3,15,15,6,6,,,FALSE,3426,3426
1.72243E+12,,2,,22,22,1.27843E+12,1.27843E+12,TRUE,51.5222641,51.5222641,FALSE,-0.114079481,-0.114079481,"Northington Street , Holborn",2,2,19,19,2,2,15,15,0,0,,,FALSE,3425,3425
1.72243E+12,,2,,23,23,1.27843E+12,1.27843E+12,TRUE,51.51943538,51.51943538,FALSE,-0.119123345,-0.119123345,"Red Lion Square, Holborn",12,12,16,16,4,4,4,4,8,8,,,FALSE,3421,3421
1.72243E+12,,2,,24,24,1.27843E+12,1.27843E+12,TRUE,51.51908011,51.51908011,FALSE,-0.124678402,-0.124678402,"British Museum, Bloomsbury",14,14,35,35,6,6,21,21,8,8,,,FALSE,981,981
1.72243E+12,,2,,25,25,1.27843E+12,1.27843E+12,TRUE,51.5288338,51.5288338,FALSE,-0.132250369,-0.132250369,"Doric Way , Somers Town",2,2,50,50,0,0,48,48,2,2,,,FALSE,1004,1004
1.72243E+12,,2,,26,26,1.27843E+12,1.27843E+12,TRUE,51.52728093,51.52728093,FALSE,-0.11829517,-0.11829517,"Ampton Street , Clerkenwell",3,3,21,21,0,0,18,18,3,3,,,FALSE,1019,1019
1.72243E+12,,2,,27,27,1.2785E+12,1.2785E+12,TRUE,51.51382102,51.51382102,FALSE,-0.107927706,-0.107927706,"Bouverie Street, Temple",29,29,33,33,7,7,4,4,22,22,,,FALSE,1021,1021
1.72243E+12,,2,,28,28,1.2785E+12,1.2785E+12,TRUE,51.52351808,51.52351808,FALSE,-0.143613641,-0.143613641,"Bolsover Street, Fitzrovia",8,8,19,19,0,0,10,10,8,8,,,FALSE,1025,1025
1.72243E+12,,2,,29,29,1.2785E+12,1.2785E+12,TRUE,51.513735,51.513735,FALSE,-0.193487,-0.193487,"Hereford Road, Bayswater",12,12,22,22,1,1,7,7,11,11,,,FALSE,1016,1016
1.72243E+12,,2,,30,30,1.2785E+12,1.2785E+12,TRUE,51.52915444,51.52915444,FALSE,-0.093421615,-0.093421615,"Windsor Terrace, Hoxton",12,12,24,24,0,0,12,12,12,12,,,FALSE,1029,1029
1.72243E+12,,2,,31,31,1.2785E+12,1.2785E+12,TRUE,51.52953709,51.52953709,FALSE,-0.083353323,-0.083353323,"Fanshaw Street, Hoxton",12,12,36,36,2,2,23,23,10,10,,,FALSE,3427,3427
1.72243E+12,,2,,32,32,1.27851E+12,1.27851E+12,TRUE,51.52469624,51.52469624,FALSE,-0.084439283,-0.084439283,"Leonard Circus , Shoreditch",38,38,43,43,4,4,5,5,34,34,,,FALSE,1020,1020
1.72243E+12,,2,,33,33,1.27851E+12,1.27851E+12,TRUE,51.515231,51.515231,FALSE,-0.07015,-0.07015,"Central House, Aldgate",2,2,18,18,1,1,16,16,1,1,,,FALSE,3430,3430
1.72243E+12,,2,,34,34,1.27851E+12,1.27851E+12,TRUE,51.5341235,51.5341235,FALSE,-0.129386874,-0.129386874,"Pancras Road, King's Cross",14,14,16,16,3,3,2,2,11,11,,,FALSE,3428,3428
1.72243E+12,,2,,36,36,1.27852E+12,1.27852E+12,TRUE,51.50173726,51.50173726,FALSE,-0.184980612,-0.184980612,"De Vere Gardens, Kensington",17,17,28,28,0,0,10,10,17,17,,,FALSE,3446,3446
1.72243E+12,,2,,37,37,1.27852E+12,1.27852E+12,TRUE,51.49159394,51.49159394,FALSE,-0.192369256,-0.192369256,"Penywern Road, Earl's Court",2,2,17,17,0,0,15,15,2,2,,,FALSE,3444,3444
1.72243E+12,,2,,38,38,1.27858E+12,1.27858E+12,TRUE,51.4973875,51.4973875,FALSE,-0.197245586,-0.197245586,"Abingdon Villas, Kensington",11,11,17,17,1,1,5,5,10,10,,,FALSE,3442,3442
1.72243E+12,,2,,39,39,1.2786E+12,1.2786E+12,TRUE,51.5263778,51.5263778,FALSE,-0.078130921,-0.078130921,"Shoreditch High Street, Shoreditch",17,17,41,41,0,0,24,24,17,17,,,FALSE,3445,3445
1.72243E+12,,2,,40,40,1.2786E+12,1.2786E+12,TRUE,51.52127071,51.52127071,FALSE,-0.0755789,-0.0755789,"Commercial Street, Shoreditch",11,11,16,16,2,2,5,5,9,9,,,FALSE,1083,1083
1.72243E+12,,2,,41,41,1.2786E+12,1.2786E+12,TRUE,51.520955,51.520955,FALSE,-0.083493552,-0.083493552,"Pindar Street, Liverpool Street",24,24,24,24,2,2,0,0,22,22,,,FALSE,1084,1084
1.72243E+12,,2,,42,42,1.2786E+12,1.2786E+12,TRUE,51.53099181,51.53099181,FALSE,-0.093903825,-0.093903825,"Wenlock Road , Hoxton",5,5,28,28,1,1,22,22,4,4,,,FALSE,979,979
1.72243E+12,,2,,43,43,1.27869E+12,1.27869E+12,TRUE,51.52026,51.52026,FALSE,-0.157183945,-0.157183945,"Crawford Street, Marylebone",3,3,18,18,1,1,14,14,2,2,,,FALSE,1036,1036
1.72243E+12,,2,,44,44,1.27869E+12,1.27869E+12,TRUE,51.51073687,51.51073687,FALSE,-0.144165239,-0.144165239,"Bruton Street, Mayfair",19,19,21,21,4,4,2,2,15,15,,,FALSE,1034,1034
1.72243E+12,,2,,45,45,1.27869E+12,1.27869E+12,TRUE,51.522511,51.522511,FALSE,-0.162298,-0.162298,"Boston Place, Marylebone",13,13,26,26,3,3,13,13,10,10,,,FALSE,1035,1035
1.72243E+12,,2,,46,46,1.27869E+12,1.27869E+12,TRUE,51.507131,51.507131,FALSE,-0.06691,-0.06691,"Nesham Street, Wapping",10,10,16,16,0,0,6,6,10,10,,,FALSE,1031,1031
1.72243E+12,,2,,47,47,1.27875E+12,1.27875E+12,TRUE,51.52334476,51.52334476,FALSE,-0.183846408,-0.183846408,"Warwick Avenue Station, Maida Vale",1,1,19,19,0,0,17,17,1,1,,,FALSE,1027,1027
1.72243E+12,,2,,48,48,1.27875E+12,1.27875E+12,TRUE,51.51248445,51.51248445,FALSE,-0.099141408,-0.099141408,"Godliman Street, St. Paul's",25,25,25,25,4,4,0,0,21,21,,,FALSE,971,971
1.72243E+12,,2,,49,49,1.27875E+12,1.27875E+12,TRUE,51.50706909,51.50706909,FALSE,-0.145904427,-0.145904427,"Curzon Street, Mayfair",13,13,16,16,3,3,1,1,10,10,,,FALSE,3437,3437
1.72243E+12,,2,,50,50,1.27875E+12,1.27875E+12,TRUE,51.52867339,51.52867339,FALSE,-0.087459376,-0.087459376,"East Road, Hoxton",13,13,27,27,4,4,14,14,9,9,,,FALSE,1054,1054
1.72243E+12,,2,,51,51,1.27875E+12,1.27875E+12,TRUE,51.52671796,51.52671796,FALSE,-0.104298194,-0.104298194,"Finsbury Library , Finsbury",24,24,29,29,0,0,4,4,24,24,,,FALSE,986,986
1.72243E+12,,2,,52,52,1.27875E+12,1.27875E+12,TRUE,51.52295439,51.52295439,FALSE,-0.094934859,-0.094934859,"Roscoe Street, St. Luke's",15,15,18,18,1,1,3,3,14,14,,,FALSE,1026,1026
1.72243E+12,,2,,53,53,1.27875E+12,1.27875E+12,TRUE,51.5099923,51.5099923,FALSE,-0.143495266,-0.143495266,"Grafton Street, Mayfair",17,17,18,18,4,4,1,1,13,13,,,FALSE,3431,3431
1.72243E+12,,2,,54,54,1.27877E+12,1.27877E+12,TRUE,51.52174785,51.52174785,FALSE,-0.094475072,-0.094475072,"Golden Lane, Barbican",12,12,27,27,1,1,14,14,11,11,,,FALSE,967,967
1.72243E+12,,2,,55,55,1.27877E+12,1.27877E+12,TRUE,51.51707521,51.51707521,FALSE,-0.086685542,-0.086685542,"Finsbury Circus, Liverpool Street",31,31,33,33,7,7,2,2,24,24,,,FALSE,984,984
1.72243E+12,,2,,56,56,1.27877E+12,1.27877E+12,TRUE,51.52058381,51.52058381,FALSE,-0.154701411,-0.154701411,"Paddington Street, Marylebone",0,0,16,16,0,0,16,16,0,0,,,FALSE,1033,1033
1.72243E+12,,2,,57,57,1.27877E+12,1.27877E+12,TRUE,51.52334672,51.52334672,FALSE,-0.120202614,-0.120202614,"Guilford Street , Bloomsbury",13,13,32,32,3,3,17,17,10,10,,,FALSE,974,974
1.72243E+12,,2,,58,58,1.27877E+12,1.27877E+12,TRUE,51.52452699,51.52452699,FALSE,-0.079248081,-0.079248081,"New Inn Yard, Shoreditch",4,4,20,20,3,3,16,16,1,1,,,FALSE,1032,1032
1.72243E+12,,2,,60,60,1.27877E+12,1.27877E+12,TRUE,51.52644828,51.52644828,FALSE,-0.172190727,-0.172190727,"Lisson Grove, St. John's Wood",11,11,18,18,0,0,7,7,11,11,,,FALSE,1030,1030
1.72243E+12,,2,,61,61,1.27877E+12,1.27877E+12,TRUE,51.49738251,51.49738251,FALSE,-0.089446947,-0.089446947,"Great Dover Street, The Borough",7,7,33,33,0,0,26,26,7,7,,,FALSE,1017,1017
1.72243E+12,,2,,62,62,1.27877E+12,1.27877E+12,TRUE,51.4907579,51.4907579,FALSE,-0.106323685,-0.106323685,"Cotton Garden Estate, Kennington",7,7,24,24,0,0,17,17,7,7,,,FALSE,990,990
1.72243E+12,,2,,63,63,1.27877E+12,1.27877E+12,TRUE,51.53089041,51.53089041,FALSE,-0.089782579,-0.089782579,"Murray Grove , Hoxton",22,22,27,27,20,20,3,3,2,2,,,FALSE,989,989
1.72243E+12,,2,,64,64,1.27877E+12,1.27877E+12,TRUE,51.50946212,51.50946212,FALSE,-0.124749274,-0.124749274,"William IV Street, Strand",12,12,26,26,7,7,14,14,5,5,,,FALSE,1028,1028
1.72243E+12,,2,,65,65,1.27884E+12,1.27884E+12,TRUE,51.52522753,51.52522753,FALSE,-0.13518856,-0.13518856,"Gower Place , Euston",15,15,17,17,5,5,1,1,10,10,,,FALSE,969,969
1.72243E+12,,2,,66,66,1.27885E+12,1.27885E+12,TRUE,51.51795029,51.51795029,FALSE,-0.108657431,-0.108657431,"Holborn Circus, Holborn",16,16,40,40,0,0,17,17,16,16,,,FALSE,982,982
1.72243E+12,,2,,67,67,1.27885E+12,1.27885E+12,TRUE,51.51882555,51.51882555,FALSE,-0.108028472,-0.108028472,"Hatton Garden, Holborn",19,19,28,28,4,4,8,8,15,15,,,FALSE,985,985
1.72243E+12,,2,,68,68,1.27886E+12,1.27886E+12,TRUE,51.52059681,51.52059681,FALSE,-0.116688468,-0.116688468,"Theobald's Road , Holborn",9,9,26,26,4,4,16,16,5,5,,,FALSE,975,975
1.72243E+12,,2,,69,69,1.27886E+12,1.27886E+12,TRUE,51.5262363,51.5262363,FALSE,-0.134407652,-0.134407652,"Euston Road, Euston",5,5,24,24,0,0,17,17,5,5,,,FALSE,983,983
1.72243E+12,,2,,70,70,1.27886E+12,1.27886E+12,TRUE,51.53136059,51.53136059,FALSE,-0.117069978,-0.117069978,"Calshot Street , King's Cross",11,11,24,24,0,0,13,13,11,11,,,FALSE,1066,1066
1.72243E+12,,2,,71,71,1.27892E+12,1.27892E+12,TRUE,51.515768,51.515768,FALSE,-0.099894,-0.099894,"Newgate Street , St. Paul's",28,28,35,35,5,5,6,6,23,23,,,FALSE,1074,1074
1.72243E+12,,2,,72,72,1.27695E+12,1.27695E+12,TRUE,51.52352001,51.52352001,FALSE,-0.108340165,-0.108340165,"Farringdon Lane, Clerkenwell",9,9,16,16,0,0,7,7,9,9,,,FALSE,3432,3432
1.72243E+12,,2,,73,73,1.27894E+12,1.27894E+12,TRUE,51.525615,51.525615,FALSE,-0.0885326,-0.0885326,"Old Street Station, St. Luke's",29,29,34,34,1,1,5,5,28,28,,,FALSE,1064,1064
1.72243E+12,,2,,74,74,1.27894E+12,1.27894E+12,TRUE,51.48591714,51.48591714,FALSE,-0.124469948,-0.124469948,"Vauxhall Cross, Vauxhall",11,11,17,17,0,0,5,5,11,11,,,FALSE,1000,1000
1.72243E+12,,2,,75,75,1.27895E+12,1.27895E+12,TRUE,51.53219984,51.53219984,FALSE,-0.105480698,-0.105480698,"Torrens Street, Angel",1,1,19,19,0,0,17,17,1,1,,,FALSE,1060,1060
1.72243E+12,,2,,76,76,1.27895E+12,1.27895E+12,TRUE,51.52559505,51.52559505,FALSE,-0.144083893,-0.144083893,"Longford Street, The Regent's Park",8,8,21,21,1,1,13,13,7,7,,,FALSE,976,976
1.72243E+12,,2,,77,77,1.27895E+12,1.27895E+12,TRUE,51.52341837,51.52341837,FALSE,-0.124121774,-0.124121774,"Russell Square Station, Bloomsbury",11,11,26,26,2,2,15,15,9,9,,,FALSE,978,978
1.72243E+12,,2,,78,78,1.27895E+12,1.27895E+12,TRUE,51.52486887,51.52486887,FALSE,-0.099489485,-0.099489485,"Sadlers Sports Centre, Finsbury",4,4,17,17,0,0,13,13,4,4,,,FALSE,3433,3433
1.72243E+12,,2,,79,79,1.50902E+12,1.50902E+12,TRUE,51.511726,51.511726,FALSE,-0.11385596,-0.11385596,"Arundel Street, Temple",17,17,18,18,3,3,0,0,14,14,,,FALSE,3455,3455
1.72243E+12,,2,,80,80,1.27895E+12,1.27895E+12,TRUE,51.50069361,51.50069361,FALSE,-0.102091246,-0.102091246,"Webber Street , Southwark",21,21,45,45,0,0,22,22,21,21,,,FALSE,3448,3448
1.72243E+12,,2,,81,81,1.27901E+12,1.27901E+12,TRUE,51.52025302,51.52025302,FALSE,-0.141327271,-0.141327271,"Great Titchfield Street, Fitzrovia",7,7,19,19,1,1,12,12,6,6,,,FALSE,3450,3450
1.72243E+12,,2,,83,83,1.27902E+12,1.27902E+12,TRUE,51.50963938,51.50963938,FALSE,-0.131510949,-0.131510949,"Panton Street, West End",15,15,21,21,4,4,6,6,11,11,,,FALSE,3452,3452
1.72243E+12,,2,,84,84,1.27902E+12,1.27902E+12,TRUE,51.51593725,51.51593725,FALSE,-0.111778348,-0.111778348,"Breams Buildings, Holborn",22,22,25,25,3,3,0,0,19,19,,,FALSE,3449,3449
1.72243E+12,,2,,85,85,1.27903E+12,1.27903E+12,TRUE,51.50064702,51.50064702,FALSE,-0.078600401,-0.078600401,"Tanner Street, Bermondsey",30,30,41,41,0,0,11,11,30,30,,,FALSE,994,994
1.72243E+12,,2,,86,86,1.27903E+12,1.27903E+12,TRUE,51.48947903,51.48947903,FALSE,-0.115156562,-0.115156562,"Sancroft Street, Vauxhall",2,2,24,24,0,0,22,22,2,2,,,FALSE,3434,3434
1.72243E+12,,2,,88,88,1.27903E+12,1.27903E+12,TRUE,51.51858757,51.51858757,FALSE,-0.132053392,-0.132053392,"Bayley Street , Bloomsbury",15,15,25,25,4,4,9,9,11,11,,,FALSE,1006,1006
1.72243E+12,,2,,89,89,1.27903E+12,1.27903E+12,TRUE,51.5262503,51.5262503,FALSE,-0.123509611,-0.123509611,"Tavistock Place, Bloomsbury",8,8,19,19,4,4,10,10,4,4,,,FALSE,3439,3439
1.72243E+12,,2,,90,90,1.27903E+12,1.27903E+12,TRUE,51.53301907,51.53301907,FALSE,-0.139174593,-0.139174593,"Harrington Square 1, Camden Town",14,14,27,27,1,1,13,13,13,13,,,FALSE,1038,1038
1.72243E+12,,2,,91,91,1.27904E+12,1.27904E+12,TRUE,51.49368637,51.49368637,FALSE,-0.111014912,-0.111014912,"Walnut Tree Walk, Vauxhall",0,0,20,20,0,0,19,19,0,0,,,FALSE,1076,1076
1.72243E+12,,2,,92,92,1.27904E+12,1.27904E+12,TRUE,51.49889832,51.49889832,FALSE,-0.100440521,-0.100440521,"Borough Road, Elephant & Castle",21,21,41,41,0,0,19,19,21,21,,,FALSE,1082,1082
1.72243E+12,,2,,93,93,1.27904E+12,1.27904E+12,TRUE,51.53440868,51.53440868,FALSE,-0.109025404,-0.109025404,"Cloudesley Road, Angel",8,8,37,37,2,2,29,29,6,6,,,FALSE,2586,2586
1.72243E+12,,2,,94,94,1.27904E+12,1.27904E+12,TRUE,51.49506109,51.49506109,FALSE,-0.085814489,-0.085814489,"Bricklayers Arms, Borough",10,10,28,28,0,0,17,17,10,10,,,FALSE,1070,1070
1.72243E+12,,2,,95,95,1.2791E+12,1.2791E+12,TRUE,51.5208417,51.5208417,FALSE,-0.097340162,-0.097340162,"Aldersgate Street, Barbican",14,14,15,15,7,7,1,1,7,7,,,FALSE,1065,1065
1.72243E+12,,2,,96,96,1.2791E+12,1.2791E+12,TRUE,51.53095071,51.53095071,FALSE,-0.078505384,-0.078505384,"Falkirk Street, Hoxton",7,7,26,26,0,0,18,18,7,7,,,FALSE,1047,1047
1.72243E+12,,2,,97,97,1.2791E+12,1.2791E+12,TRUE,51.49792478,51.49792478,FALSE,-0.183834706,-0.183834706,"Gloucester Road (North), Kensington",1,1,18,18,0,0,16,16,1,1,,,FALSE,3447,3447
1.72243E+12,,2,,98,98,1.2791E+12,1.2791E+12,TRUE,51.52554222,51.52554222,FALSE,-0.138231303,-0.138231303,"Hampstead Road, Euston",26,26,54,54,2,2,27,27,24,24,,,FALSE,972,972
1.72243E+12,,2,,99,99,1.2791E+12,1.2791E+12,TRUE,51.51457763,51.51457763,FALSE,-0.158264483,-0.158264483,"Old Quebec Street, Marylebone",16,16,16,16,4,4,0,0,12,12,,,FALSE,1085,1085
1.72243E+12,,2,,100,100,1.2791E+12,1.2791E+12,TRUE,51.49043573,51.49043573,FALSE,-0.122806861,-0.122806861,"Albert Embankment, Vauxhall",4,4,24,24,0,0,19,19,4,4,,,FALSE,1059,1059
1.72243E+12,,2,,101,101,1.2791E+12,1.2791E+12,TRUE,51.51155322,51.51155322,FALSE,-0.0929401,-0.0929401,"Queen Street 1, Bank",10,10,22,22,0,0,12,12,10,10,,,FALSE,999,999
1.72243E+12,,2,,102,102,1.2791E+12,1.2791E+12,TRUE,51.51340693,51.51340693,FALSE,-0.076793375,-0.076793375,"Jewry Street, Aldgate",16,16,17,17,4,4,1,1,12,12,,,FALSE,1045,1045
1.72243E+12,,2,,103,103,1.2791E+12,1.2791E+12,TRUE,51.50472376,51.50472376,FALSE,-0.192538767,-0.192538767,"Vicarage Gate, Kensington",2,2,18,18,1,1,16,16,1,1,,,FALSE,3441,3441
1.72243E+12,,2,,104,104,1.2791E+12,1.2791E+12,TRUE,51.51159481,51.51159481,FALSE,-0.077121322,-0.077121322,"Crosswall, Tower",31,31,34,34,0,0,3,3,31,31,,,FALSE,991,991
1.72243E+12,,2,,105,105,1.27911E+12,1.27911E+12,TRUE,51.51552971,51.51552971,FALSE,-0.190240716,-0.190240716,"Westbourne Grove, Bayswater",2,2,26,26,0,0,24,24,2,2,,,FALSE,1041,1041
1.72243E+12,,2,,106,106,1.27911E+12,1.27911E+12,TRUE,51.51410514,51.51410514,FALSE,-0.147301667,-0.147301667,"Woodstock Street, Mayfair",12,12,21,21,3,3,8,8,9,9,,,FALSE,1042,1042
1.72243E+12,,2,,107,107,1.27911E+12,1.27911E+12,TRUE,51.52600832,51.52600832,FALSE,-0.096317627,-0.096317627,"Finsbury Leisure Centre, St. Luke's",5,5,20,20,1,1,15,15,4,4,,,FALSE,1049,1049
1.72243E+12,,2,,108,108,1.27911E+12,1.27911E+12,TRUE,51.4981256,51.4981256,FALSE,-0.1321022,-0.1321022,"Abbey Orchard Street, Westminster",13,13,29,29,1,1,14,14,12,12,,,FALSE,3429,3429
1.72243E+12,,2,,109,109,1.27911E+12,1.27911E+12,TRUE,51.51563144,51.51563144,FALSE,-0.132328837,-0.132328837,"Soho Square , Soho",36,36,57,57,12,12,19,19,24,24,,,FALSE,1052,1052
1.72243E+12,,2,,110,110,1.27911E+12,1.27911E+12,TRUE,51.53304322,51.53304322,FALSE,-0.172528678,-0.172528678,"Wellington Road, St. John's Wood",13,13,17,17,1,1,4,4,12,12,,,FALSE,1055,1055
1.72243E+12,,2,,111,111,1.27911E+12,1.27911E+12,TRUE,51.5100172,51.5100172,FALSE,-0.157275636,-0.157275636,"Park Lane , Hyde Park",9,9,28,28,3,3,17,17,6,6,,,FALSE,1037,1037
1.72243E+12,,2,,113,113,1.27912E+12,1.27912E+12,TRUE,51.49646288,51.49646288,FALSE,-0.183289032,-0.183289032,"Gloucester Road (Central), South Kensington",1,1,19,19,0,0,17,17,1,1,,,FALSE,3435,3435
1.72243E+12,,2,,114,114,1.27912E+12,1.27912E+12,TRUE,51.52451738,51.52451738,FALSE,-0.158963647,-0.158963647,"Park Road (Baker Street), The Regent's Park",6,6,22,22,0,0,16,16,6,6,,,FALSE,1050,1050
1.72243E+12,,2,,115,115,1.27912E+12,1.27912E+12,TRUE,51.51423368,51.51423368,FALSE,-0.073537654,-0.073537654,"Braham Street, Aldgate",19,19,34,34,2,2,14,14,17,17,,,FALSE,1062,1062
1.72243E+12,,2,,116,116,1.27912E+12,1.27912E+12,TRUE,51.51449962,51.51449962,FALSE,-0.141423695,-0.141423695,"Little Argyll Street, West End",13,13,21,21,3,3,6,6,10,10,,,FALSE,995,995
1.72243E+12,,2,,117,117,1.27912E+12,1.27912E+12,TRUE,51.49288067,51.49288067,FALSE,-0.114934001,-0.114934001,"Lollard Street, Vauxhall",7,7,25,25,1,1,18,18,6,6,,,FALSE,998,998
1.72243E+12,,2,,118,118,1.27912E+12,1.27912E+12,TRUE,51.49582705,51.49582705,FALSE,-0.13547809,-0.13547809,"Rochester Row, Westminster",8,8,13,13,1,1,5,5,7,7,,,FALSE,3457,3457
1.72243E+12,,2,,119,119,1.27912E+12,1.27912E+12,TRUE,51.52589324,51.52589324,FALSE,-0.090847761,-0.090847761,"Bath Street, St. Luke's",4,4,18,18,1,1,13,13,3,3,,,FALSE,964,964
1.72243E+12,,2,,120,120,1.27919E+12,1.27919E+12,TRUE,51.51573534,51.51573534,FALSE,-0.093080779,-0.093080779,"The Guildhall, Guildhall",13,13,17,17,5,5,4,4,8,8,,,FALSE,1044,1044
1.72243E+12,,2,,121,121,1.27919E+12,1.27919E+12,TRUE,51.51891348,51.51891348,FALSE,-0.156166631,-0.156166631,"Baker Street, Marylebone",15,15,22,22,11,11,7,7,4,4,,,FALSE,1086,1086
