rank,title,author,price,format,rating,review_count,isbn10,isbn13,page_count,category,target_age_range,timestamp,asin,product_url,image_url,category_ranks
11,"The Tiger Who Came to Tea: The nation’s favourite illustrated children’s book, from the author of Mog the Forgetful Cat",Judith Kerr,3.69,Kindle Edition,4.8,15641.0,,,32,Classic Books,,2025-01-18T18:06:11.265134,B007XJ70QI,https://www.amazon.co.uk/Tiger-Who-Came-Tea-ebook/dp/B007XJ70QI,https://images-eu.ssl-images-amazon.com/images/P/B007XJ70QI.01.L.jpg,"1 in Children's Imagination & Play Literature | 1 in Children's Classic Literature | 1 in Children's Lion, Tiger & Leopard eBooks"
12,We're Going on a Bear Hunt: The bestselling classic in a super-sturdy board book for babies and toddlers,Michael Rosen,7.35,Board book,4.8,4581.0,1406363073,9781406363074,36,Classic Books,1-3,2025-01-18T18:06:11.266706,1406363073,https://www.amazon.co.uk/Were-Going-Bear-Michael-Rosen/dp/1406363073,https://images-eu.ssl-images-amazon.com/images/P/1406363073.01.L.jpg,4 in Children's Early Learning Books on Words | 12 in Classics for Children | 42 in Action & Adventure for Children (Books)
13,"Hide-and-Seek Pig: A Lift-the-flap Story (Tales From Acorn Wood, 2)",Julia Donaldson,4.0,Board book,4.8,3973.0,1529023548,9781529023541,12,Classic Books,1-3,2025-01-18T18:06:11.268258,1529023548,https://www.amazon.co.uk/Hide-Seek-Pig-Anniversary-Tales/dp/1529023548,https://images-eu.ssl-images-amazon.com/images/P/1529023548.01.L.jpg,2 in Children's Books on Sports & the Outdoors | 2 in Children's Books on Pigs | 3 in Children's Books on Farm Animals
14,"Brown Bear, Brown Bear, What Do You See?",Eric Carle,6.99,Board book,4.8,52117.0,0241137292,9780241137291,28,Classic Books,1-3,2025-01-18T18:06:11.270467,0241137292,https://www.amazon.co.uk/Brown-Bear-What-You-See/dp/0241137292,https://images-eu.ssl-images-amazon.com/images/P/0241137292.01.L.jpg,3 in Children's Early Learning Books on Sounds | 4 in Children's Books on Bears | 4 in Children's Early Learning Books on Colours
15,"Postman Bear: A Lift-the-flap Story (Tales From Acorn Wood, 3)",Julia Donaldson,4.0,Board book,4.8,3067.0,152902353X,9781529023534,12,Classic Books,1-2,2025-01-18T18:06:11.272018,152902353X,https://www.amazon.co.uk/Postman-Bear-Anniversary-Tales-Acorn/dp/152902353X,https://images-eu.ssl-images-amazon.com/images/P/152902353X.01.L.jpg,5 in Children's Books on Bears | 5 in Children's Early Learning Books on Numbers & Counting | 12 in Children's Books on Holidays & Celebrations
16,"Rabbit's Nap: A Lift-the-flap Book (Tales From Acorn Wood, 4)",Julia Donaldson,4.0,Board book,4.8,6596.0,1529023521,9781529023527,12,Classic Books,1-2,2025-01-18T18:06:11.273570,1529023521,https://www.amazon.co.uk/Rabbits-Nap-Anniversary-Tales-Acorn/dp/1529023521,https://images-eu.ssl-images-amazon.com/images/P/1529023521.01.L.jpg,2 in Children's Books on Easter | 4 in Children's Bedtime & Dream Books | 4 in Children's Early Learning Books on Sounds
17,Ten Little Fingers and Ten Little Toes,Mem Fox,7.35,Board book,4.8,2875.0,1406331260,9781406331264,38,Classic Books,,2025-01-18T18:06:11.275421,1406331260,https://www.amazon.co.uk/Ten-Little-Fingers-Toes/dp/1406331260,https://images-eu.ssl-images-amazon.com/images/P/1406331260.01.L.jpg,1 in Multicultural Stories for Children (Books) | 2 in Children's Early Learning Books on the Body | 2 in Children's Books on New Babies
18,Each Peach Pear Plum,Allan Ahlberg,6.29,Board book,4.7,4842.0,0141379529,9780141379524,34,Classic Books,1-3,2025-01-18T18:06:11.277002,0141379529,https://www.amazon.co.uk/Each-Peach-Pear-Allan-Ahlberg/dp/0141379529,https://images-eu.ssl-images-amazon.com/images/P/0141379529.01.L.jpg,"2 in Nursery Rhymes for Children (Books) | 18 in Early Reader's Rhymes, Verse & Wordplay for Children | 18 in Classics for Children"
19,Charlie and the Chocolate Factory,Roald Dahl,6.99,Audible Audiobook,4.7,845.0,,,,Classic Books,,2025-01-18T18:06:11.279198,B0CS4HJRRG,https://www.amazon.co.uk/Charlie-and-the-Chocolate-Factory/dp/B0CS4HJRRG,https://images-eu.ssl-images-amazon.com/images/P/B0CS4HJRRG.01.L.jpg,
20,Harry Potter and the Prisoner of Azkaban (Bloomsbury Publishing),J.K. Rowling,4.0,Paperback,4.8,95758.0,1408855674,9781408855676,480,Classic Books,8+,2025-01-18T18:06:11.280964,1408855674,https://www.amazon.co.uk/Harry-Potter-Prisoner-Azkaban/dp/1408855674,https://images-eu.ssl-images-amazon.com/images/P/1408855674.01.L.jpg,3 in Chapter Books for Children | 5 in Fiction Classics for Young Adults | 9 in Contemporary Fantasy for Young Adults
21,The Explorer: WINNER OF THE COSTA CHILDREN'S BOOK AWARD,Katherine Rundell,6.57,Paperback,4.7,4097.0,1408882191,9781408882191,416,Classic Books,8-10,2025-01-18T18:06:11.282672,1408882191,https://www.amazon.co.uk/Explorer-Katherine-Rundell/dp/1408882191,https://images-eu.ssl-images-amazon.com/images/P/1408882191.01.L.jpg,2 in Children's Books on Travel | 3 in Children's Books on Forests & Trees | 6 in Travel Fiction for Children
22,Owl Babies: A beloved classic from the recipient of An Post Irish Book Awards’ Bob Hughes Lifetime Achievement Award,Martin Waddell,4.99,Paperback,4.8,4924.0,0744531675,9780744531671,32,Classic Books,2-4,2025-01-18T18:06:11.284372,0744531675,https://www.amazon.co.uk/Owl-Babies-Martin-Waddell/dp/0744531675,https://images-eu.ssl-images-amazon.com/images/P/0744531675.01.L.jpg,12 in Children's Books on Emotions & Feelings | 22 in Classics for Children | 38 in Children's Books on Family Life
23,The Boy Who Grew Dragons (The Boy Who Grew Dragons 1),Andy Shepherd,7.09,Paperback,4.7,5273.0,,9781848126497,224,Classic Books,5-8,2025-01-18T18:06:11.285960,1848126492,https://www.amazon.co.uk/Boy-Who-Grew-Dragons/dp/1848126492,https://images-eu.ssl-images-amazon.com/images/P/1848126492.01.L.jpg,1 in Visionary & Metaphysical Fantasy Fiction for Children | 2 in Intermediate & Advanced Readers for Children | 3 in Fiction About Values & Virtues for Children
24,Goodnight Mister Tom: Michelle Magorian (A Puffin Book),Michelle Magorian,6.99,Paperback,4.7,7734.0,0141354801,9780141354804,384,Classic Books,9+,2025-01-18T18:06:11.287520,0141354801,https://www.amazon.co.uk/Goodnight-Mister-Tom-Puffin-Book/dp/0141354801,https://images-eu.ssl-images-amazon.com/images/P/0141354801.01.L.jpg,1 in Children's Historical Fiction on Military & Wars | 1 in Modern & Contemporary Historical Fiction for Children | 1 in Children's Books on Adoption
25,Fantastic Mr Fox,Roald Dahl,5.0,Paperback,4.7,10590.0,0241558352,9780241558355,144,Classic Books,5-7,2025-01-18T18:06:11.289085,0241558352,https://www.amazon.co.uk/Fantastic-Mr-Fox-Roald-Dahl/dp/0241558352,https://images-eu.ssl-images-amazon.com/images/P/0241558352.01.L.jpg,9 in Fantasy Adventure for Children | 14 in Children's Books on Dogs | 22 in Nature Education
26,The Magic Faraway Tree,Enid Blyton,6.99,Audible Audiobook,4.7,2832.0,,,,Classic Books,,2025-01-18T18:06:11.291575,B00H3Y9SY0,https://www.amazon.co.uk/The-Magic-Faraway-Tree/dp/B00H3Y9SY0,https://images-eu.ssl-images-amazon.com/images/P/B00H3Y9SY0.01.L.jpg,
27,"Harry Potter and the Order of the Phoenix (Harry Potter, 5)",J.K. Rowling,4.0,Paperback,4.8,85527.0,,9781408855690,816,Classic Books,9+,2025-01-18T18:06:11.293233,1408855690,https://www.amazon.co.uk/Harry-Potter-Order-Phoenix/dp/1408855690,https://images-eu.ssl-images-amazon.com/images/P/1408855690.01.L.jpg,6 in Chapter Books for Children | 6 in Fiction Classics for Young Adults | 11 in Contemporary Fantasy for Young Adults
28,"The Magician’s Nephew: Book 1 in the classic children’s fantasy adventure series (The Chronicles of Narnia, Book 1)",C. S. Lewis,2.99,Kindle Edition,4.5,10233.0,,,199,Classic Books,,2025-01-18T18:06:11.295237,B002UZ5J7W,https://www.amazon.co.uk/Magicians-Nephew-Chronicles-Narnia-Book-ebook/dp/B002UZ5J7W,https://images-eu.ssl-images-amazon.com/images/P/B002UZ5J7W.01.L.jpg,1 in Children's eBooks on Siblings | 1 in Children's Sword & Sorcery Fantasy eBooks | 2 in Children's Classic Literature
29,Five-Minute Stories: 30 stories (Bumper Short Story Collections),Enid Blyton,5.99,Paperback,4.6,599.0,1444969218,9781444969214,336,Classic Books,4-6,2025-01-18T18:06:11.296913,1444969218,https://www.amazon.co.uk/Five-Minute-Tales-Bumper-Short-Collections/dp/1444969218,https://images-eu.ssl-images-amazon.com/images/P/1444969218.01.L.jpg,1 in Short Stories for Young Adults | 4 in Short Story Collections for Children | 8 in Fiction Classics for Young Adults
30,The Harry Potter Wizarding Almanac: The official magical companion to J.K. Rowling’s Harry Potter books,J.K. Rowling,15.0,Hardcover,4.8,1624.0,1526646714,9781526646712,208,Classic Books,9+,2025-01-18T18:06:11.298499,1526646714,https://www.amazon.co.uk/Harry-Potter-Wizarding-Almanac-companion/dp/1526646714,https://images-eu.ssl-images-amazon.com/images/P/1526646714.01.L.jpg,4 in Paranormal Fantasy for Children | 5 in Magical Realist Fiction for Young Adults | 9 in Fiction Classics for Young Adults
1,Ultimate Football Heroes 2025,Matt & Tom Oldfield,4.35,Paperback,4.3,67.0,1789467527,9781789467529,336,Sport and Outdoors,,2025-01-18T18:06:12.156078,1789467527,https://www.amazon.co.uk/Ultimate-Football-Heroes-2025/dp/1789467527,https://images-eu.ssl-images-amazon.com/images/P/1789467527.01.L.jpg,1 in Intermediate & Advanced Readers for Children | 1 in Children's Books on Football | 1 in Children's Books on American Football
2,"Football Kit Designer Colouring Book for Kids: Design Your Own Football Kit, Jersey, Boots and More | 50 Unique Football Colouring Pages and Football Facts",Kickstart Creatives,6.99,Paperback,4.7,128.0,,9798322166856,108,Sport and Outdoors,7-10,2025-01-18T18:06:12.157666,B0D12PYZYQ,https://www.amazon.co.uk/Football-Designer-Colouring-Book-Kids/dp/B0D12PYZYQ,https://images-eu.ssl-images-amazon.com/images/P/B0D12PYZYQ.01.L.jpg,1 in Celtic Glasgow | 2 in Children's Books on Football | 11 in Colouring Books for Children
3,"Hide-and-Seek Pig: A Lift-the-flap Story (Tales From Acorn Wood, 2)",Julia Donaldson,4.0,Board book,4.8,3973.0,1529023548,9781529023541,12,Sport and Outdoors,1-3,2025-01-18T18:06:12.159615,1529023548,https://www.amazon.co.uk/Hide-Seek-Pig-Anniversary-Tales/dp/1529023548,https://images-eu.ssl-images-amazon.com/images/P/1529023548.01.L.jpg,2 in Children's Books on Sports & the Outdoors | 2 in Children's Books on Pigs | 3 in Children's Books on Farm Animals
4,Match Annual 2025: The UK's Best-selling Football Annual!,MATCH,2.99,Hardcover,4.7,56.0,1035041081,9781035041084,96,Sport and Outdoors,9-11,2025-01-18T18:06:12.161198,1035041081,https://www.amazon.co.uk/Match-Annual-2025-MATCH/dp/1035041081,https://images-eu.ssl-images-amazon.com/images/P/1035041081.01.L.jpg,1 in Children's Books on the Olympics | 1 in Soccer Coaching | 1 in Ball Games
5,The Most Incredible True Football Stories (You Never Knew): Winner of the Telegraph Children's Sports Book of the Year (Unbelievable Football),Matt Oldfield,5.4,Paperback,4.7,1884.0,1526362449,9781526362445,240,Sport and Outdoors,8-11,2025-01-18T18:06:12.162880,1526362449,https://www.amazon.co.uk/Unbelievable-Football-Incredible-Stories-Never/dp/1526362449,https://images-eu.ssl-images-amazon.com/images/P/1526362449.01.L.jpg,1 in Sports & Recreation Biographies for Children | 3 in Football References | 4 in Children & Young Adult Biographies
6,Official Liverpool FC Annual 2025,Grange,6.99,Hardcover,4.7,90.0,1915879884,9781915879882,64,Sport and Outdoors,,2025-01-18T18:06:12.165101,1915879884,https://www.amazon.co.uk/Official-Liverpool-FC-Annual-2025/dp/1915879884,https://images-eu.ssl-images-amazon.com/images/P/1915879884.01.L.jpg,1 in FC Liverpool | 1 in Books on Football for Young Adults | 2 in Football References
7,"Leo Messi (Little People, BIG DREAMS)",Maria Isabel Sanchez Vegara,7.79,Hardcover,4.9,224.0,0711290571,9780711290570,32,Sport and Outdoors,4-7,2025-01-18T18:06:12.166836,0711290571,https://www.amazon.co.uk/Leo-Messi-Little-People-DREAMS/dp/0711290571,https://images-eu.ssl-images-amazon.com/images/P/0711290571.01.L.jpg,2 in Sports & Recreation Biographies for Children | 2 in Exploring the United States for Children | 6 in Children & Young Adult Biographies
8,"The Breakfast Club Adventures: The Beast Beyond the Fence: 1 (The Breakfast Club Adventures, 1)",Marcus Rashford,4.0,Paperback,4.7,1318.0,1529076625,9781529076622,272,Sport and Outdoors,7-10,2025-01-18T18:06:12.168546,1529076625,https://www.amazon.co.uk/Breakfast-Club-Adventures-Beast-Beyond/dp/1529076625,https://images-eu.ssl-images-amazon.com/images/P/1529076625.01.L.jpg,6 in Children's Books on Football | 7 in Sports Humour | 20 in Children's Books on School
9,Skandar and the Chaos Trials: The INSTANT NUMBER ONE BESTSELLER in the biggest fantasy adventure series since Harry Potter (Volume 3),A.F. Steadman,7.0,Hardcover,4.7,932.0,1398502952,9781398502956,416,Sport and Outdoors,10-12,2025-01-18T18:06:12.170143,1398502952,https://www.amazon.co.uk/Skandar-3-F-Steadman/dp/1398502952,https://images-eu.ssl-images-amazon.com/images/P/1398502952.01.L.jpg,3 in Fiction About Parents for Young Adults | 6 in Fiction About Siblings for Young Adults | 6 in Fantasy & Supernatural Mysteries & Thrillers for Young Adults
10,"Simone Biles (103) (Little People, BIG DREAMS)",Maria Isabel Sanchez Vegara,7.28,Hardcover,4.7,86.0,0711285780,9780711285781,32,Sport and Outdoors,4-7,2025-01-18T18:06:12.171781,0711285780,https://www.amazon.co.uk/Simone-Biles-Little-People-DREAMS/dp/0711285780,https://images-eu.ssl-images-amazon.com/images/P/0711285780.01.L.jpg,1 in Children's Books on Gymnastics | 1 in Athletics Biographies | 1 in Children's Books on Marriage & Divorce
11,Football Colouring Book For Kids: Ages 4-8,The Future Teacher Foundation,3.99,Paperback,4.6,358.0,1090953607,9781090953605,64,Sport and Outdoors,5-7,2025-01-18T18:06:12.173337,1090953607,https://www.amazon.co.uk/Football-Colouring-Book-Kids-Ages/dp/1090953607,https://images-eu.ssl-images-amazon.com/images/P/1090953607.01.L.jpg,1 in Football Fans | 1 in Football Skills & Coaching | 2 in Premier League Football
12,Ronaldo (Ultimate Football Heroes - the No. 1 football series): Collect them all!,Matt Oldfield Ltd,4.99,Paperback,4.7,1731.0,1786064057,9781786064059,192,Sport and Outdoors,8-12,2025-01-18T18:06:12.175142,1786064057,https://www.amazon.co.uk/Ronaldo-Ultimate-Football-Heroes-Collect/dp/1786064057,https://images-eu.ssl-images-amazon.com/images/P/1786064057.01.L.jpg,1 in South American Football | 3 in Sports & Recreation Biographies for Children | 4 in Football Biographies (Books)
13,"Skandar and the Unicorn Thief: The international, award-winning hit, and the biggest fantasy adventure series since Harry Potter",A.F. Steadman,0.99,Kindle Edition,4.7,1633.0,,,399,Sport and Outdoors,,2025-01-18T18:06:12.177329,B08JZH59QY,https://www.amazon.co.uk/Skandar-Unicorn-Thief-F-Steadman-ebook/dp/B08JZH59QY,https://images-eu.ssl-images-amazon.com/images/P/B08JZH59QY.01.L.jpg,1 in Children's Fantasy & Supernatural Mystery eBooks | 1 in Children's Superhero Action & Adventure | 1 in Children's Mystery & Detective Adventure
14,You Vs the World: The Bear Grylls Guide to Never Giving Up,Bear Grylls,4.87,Paperback,4.7,169.0,0241672317,9780241672310,160,Sport and Outdoors,7-11,2025-01-18T18:06:12.179185,0241672317,https://www.amazon.co.uk/You-Vs-World-Grylls-Giving/dp/0241672317,https://images-eu.ssl-images-amazon.com/images/P/0241672317.01.L.jpg,15 in Children's Books on Sports & the Outdoors | 46 in Children's Books on Health | 59 in Children's Books on Self-Esteem & Self-Respect
15,"Dork Diaries: Skating Sensation: Jokes, Drama and BFFs in the perfect stocking filler this Christmas (Volume 4)",Rachel Renee Russell,7.35,Paperback,4.8,1172.0,1398527580,9781398527584,368,Sport and Outdoors,,2025-01-18T18:06:12.181037,1398527580,https://www.amazon.co.uk/Dork-Diaries-Skating-Sensation-4/dp/1398527580,https://images-eu.ssl-images-amazon.com/images/P/1398527580.01.L.jpg,8 in Children's Books on Christmas | 20 in Jokes & Riddles Humour | 23 in Children's Books on Sports & the Outdoors
16,The Football School Encyclopedia: Everything you want to know about football,Alex Bellos,12.15,Hardcover,4.6,140.0,1529507588,9781529507584,144,Sport and Outdoors,7-10,2025-01-18T18:06:12.182944,1529507588,https://www.amazon.co.uk/Football-School-Encyclopedia-Everything-football/dp/1529507588,https://images-eu.ssl-images-amazon.com/images/P/1529507588.01.L.jpg,"1 in Sports, Hobby & Games Encyclopaedias | 2 in Humour Encyclopaedias | 3 in Children's Books on American Football"
17,Ultimate Football Heroes Colouring Book (The No.1 football series): Collect them all!,Ultimate Football Heroes,7.35,Paperback,4.6,299.0,1800784015,9781800784017,80,Sport and Outdoors,,2025-01-18T18:06:12.184666,1800784015,https://www.amazon.co.uk/Ultimate-Football-Heroes-Colouring-football/dp/1800784015,https://images-eu.ssl-images-amazon.com/images/P/1800784015.01.L.jpg,4 in FIFA | 10 in Children's Books on Football | 14 in Jokes & Riddles Humour
18,Satisfying Patterns Colouring Book (Satisfying Patterns Colouring Books),ali,9.41,Paperback,4.4,336.0,,9798850162160,63,Sport and Outdoors,,2025-01-18T18:06:12.186241,B0C9S3G5JR,https://www.amazon.co.uk/Satisfying-Patterns-Colouring-Book-Books/dp/B0C9S3G5JR,https://images-eu.ssl-images-amazon.com/images/P/B0C9S3G5JR.01.L.jpg,13 in Children's Books on Sports & the Outdoors
19,"Skandar and the Unicorn Thief: The international, award-winning hit, and the biggest fantasy adventure series since Harry Potter (Volume 1)",A.F. Steadman,4.5,Paperback,4.7,1633.0,1398502731,9781398502734,400,Sport and Outdoors,9+,2025-01-18T18:06:12.187808,1398502731,https://www.amazon.co.uk/Skandar-Unicorn-Thief-major-fantasy/dp/1398502731,https://images-eu.ssl-images-amazon.com/images/P/1398502731.01.L.jpg,2 in Children's Books on Horses | 18 in Science Fiction for Children | 18 in Children's Books on Sports & the Outdoors
20,Quidditch Through the Ages: A Harry Potter Hogwarts Library Book,J.K. Rowling,12.0,Audible Audiobook,4.6,6819.0,,,,Sport and Outdoors,,2025-01-18T18:06:12.190053,B07982F9PQ,https://www.amazon.co.uk/Quidditch-Through-the-Ages/dp/B07982F9PQ,https://images-eu.ssl-images-amazon.com/images/P/B07982F9PQ.01.L.jpg,
21,Football's Greatest Moments (Ultimate Football Heroes - The No.1 football series): Collect Them All!: Volume 79,Tom Palmer,4.99,Paperback,4.5,164.0,1789467152,9781789467154,176,Sport and Outdoors,7-11,2025-01-18T18:06:12.192201,1789467152,https://www.amazon.co.uk/Footballs-Greatest-Moments-Ultimate-Football/dp/1789467152,https://images-eu.ssl-images-amazon.com/images/P/1789467152.01.L.jpg,2 in Football Fans | 11 in Children's Books on Football | 32 in Children's Books on History
22,Match of the Day Annual 2025,Match of the Day Magazine,7.99,Hardcover,4.7,69.0,1785948385,9781785948381,96,Sport and Outdoors,,2025-01-18T18:06:12.194972,1785948385,https://www.amazon.co.uk/Match-Day-Annual-2025-Magazine/dp/1785948385,https://images-eu.ssl-images-amazon.com/images/P/1785948385.01.L.jpg,2 in Books on Football for Young Adults | 2 in Children's Books on American Football | 4 in Football References
23,"The Breakfast Club Adventures: The Phantom Thief (The Breakfast Club Adventures, 3)",Marcus Rashford,7.09,Paperback,4.8,282.0,1035022672,9781035022670,256,Sport and Outdoors,6-10,2025-01-18T18:06:12.196766,1035022672,https://www.amazon.co.uk/Breakfast-Club-Adventures-Phantom-Thief/dp/1035022672,https://images-eu.ssl-images-amazon.com/images/P/1035022672.01.L.jpg,1 in Children's Fiction on Sexuality | 9 in Children's Nonfiction on Sexuality & Pregnancy | 19 in Children's Books on Football
24,"Match Attax Annual 2025: The brand new and 100% official companion to the ultimate trading card game. Featuring the biggest teams and greatest players with facts, stats, puzzles for football fans!",Match Attax,8.35,Hardcover,4.6,30.0,0008658811,9780008658816,72,Sport and Outdoors,7-12,2025-01-18T18:06:12.198384,0008658811,https://www.amazon.co.uk/Match-Attax-Annual-2025-companion/dp/0008658811,https://images-eu.ssl-images-amazon.com/images/P/0008658811.01.L.jpg,
25,The Academy: 1 (The Academy Series),T.Z. Layton,9.19,Paperback,4.8,1297.0,1955804087,9781955804080,306,Sport and Outdoors,9-11,2025-01-18T18:06:12.199962,1955804087,https://www.amazon.co.uk/Academy-T-Z-Layton/dp/1955804087,https://images-eu.ssl-images-amazon.com/images/P/1955804087.01.L.jpg,
26,"Lewis Hamilton (97) (Little People, BIG DREAMS)",Maria Isabel Sanchez Vegara,7.5,Hardcover,4.9,219.0,071128315X,9780711283152,32,Sport and Outdoors,4-7,2025-01-18T18:06:12.201520,071128315X,https://www.amazon.co.uk/Lewis-Hamilton-Little-People-DREAMS/dp/071128315X,https://images-eu.ssl-images-amazon.com/images/P/071128315X.01.L.jpg,1 in Biographies of Social Activists for Children | 1 in Children's Books on Motor Sports | 2 in Multicultural Biographies for Children
27,You Are a Champion: How to Be the Best You Can Be,Marcus Rashford,5.0,Paperback,4.7,4982.0,1529068177,9781529068177,224,Sport and Outdoors,9-11,2025-01-18T18:06:12.203095,1529068177,https://www.amazon.co.uk/You-Are-Champion-How-Best/dp/1529068177,https://images-eu.ssl-images-amazon.com/images/P/1529068177.01.L.jpg,
28,Cristiano Ronaldo - Children's Story Book: Incredible Biography of CR7. A Great Football/Soccer Player - Animated with Illustrations to Inspire Kids (Kids Who Dared to Dream),Little Believer's Library,6.99,Paperback,4.4,140.0,,9798861531498,40,Sport and Outdoors,4-10,2025-01-18T18:06:12.204655,B0CJD7KD6Y,https://www.amazon.co.uk/Cristiano-Ronaldo-Childrens-Incredible-Illustrations/dp/B0CJD7KD6Y,https://images-eu.ssl-images-amazon.com/images/P/B0CJD7KD6Y.01.L.jpg,
29,The Football GOAT: Messi v. Ronaldo: Who is the greatest of all time?,Matt Oldfield,7.09,Paperback,4.6,57.0,1529521025,9781529521023,160,Sport and Outdoors,9-12,2025-01-18T18:06:12.206235,1529521025,https://www.amazon.co.uk/Football-GOAT-Messi-Ronaldo-greatest/dp/1529521025,https://images-eu.ssl-images-amazon.com/images/P/1529521025.01.L.jpg,
30,Messi (Ultimate Football Heroes - the No. 1 football series): Collect them all!,Matt & Tom Oldfield,5.22,Paperback,4.7,1535.0,1786064030,9781786064035,192,Sport and Outdoors,7-10,2025-01-18T18:06:12.207889,1786064030,https://www.amazon.co.uk/Messi-Ultimate-Football-Heroes-Collect/dp/1786064030,https://images-eu.ssl-images-amazon.com/images/P/1786064030.01.L.jpg,
1,The Let Them Theory: A Life-Changing Tool That Millions of People Can’t Stop Talking About,,22.74,Audible Audiobook,4.6,1537.0,,,,Teen and Young Adult,,2025-01-18T18:06:13.246456,B0DFMXWWX1,https://www.amazon.co.uk/Let-Them-Theory-Life-Changing-Millions/dp/B0DFMXWWX1,https://images-eu.ssl-images-amazon.com/images/P/B0DFMXWWX1.01.L.jpg,
