order_id,pattern_id,price_paid,download_status
55,100113,10.5,completed
55,100018,8.0,expired
55,100020,14.0,expired
55,100082,11.0,expired
55,100037,13.0,completed
55,100016,12.0,completed
56,100109,13.0,completed
56,100080,11.0,completed
57,100121,12.5,completed
57,100017,5.0,expired
57,100023,14.0,completed
57,100021,0.0,completed
58,100142,10.5,completed
59,100143,10.5,completed
59,100084,12.0,completed
59,100031,14.5,expired
59,100105,0.0,completed
59,100090,11.25,completed
59,100108,10.5,completed
59,100013,15.0,completed
59,100073,12.0,completed
59,100079,11.0,completed
59,100026,0.0,completed
59,100147,12.5,expired
60,100143,10.5,completed
60,100142,10.5,completed
60,100006,14.0,completed
60,100068,7.9,completed
61,100086,7.9,completed
61,100089,7.9,completed
61,100001,14.0,expired
62,100017,5.0,completed
62,100036,15.3,completed
63,100096,13.0,expired
63,100107,10.5,completed
64,100094,13.5,completed
64,100079,11.0,completed
64,100083,10.5,completed
65,100012,0.0,completed
65,100020,14.0,expired
66,100108,10.5,expired
66,100124,13.0,completed
66,100113,10.5,completed
67,100131,12.0,expired
67,100029,13.5,completed
67,100088,7.9,completed
68,100124,13.0,completed
68,100134,9.5,completed
69,100056,13.5,completed
69,100101,5.0,completed
70,100052,7.9,completed
70,100077,10.5,completed
70,100054,11.25,completed
71,100083,10.5,expired
71,100030,12.0,expired
71,100001,14.0,completed
72,100033,13.5,completed
72,100097,11.0,completed
73,100018,8.0,expired
74,100010,0.0,completed
74,100111,12.5,expired
75,100080,11.0,expired
76,100106,0.0,completed
77,100029,13.5,completed
77,100103,0.0,completed
78,100043,20.5,expired
79,100092,13.5,completed
80,100111,12.5,completed
80,100027,0.0,expired
81,100102,14.0,completed
82,100101,5.0,completed
83,100056,13.5,completed
83,100085,12.0,completed
84,100130,10.5,completed
84,100029,13.5,completed
84,100135,10.5,completed
85,100037,13.0,completed
85,100060,13.0,completed
86,100050,7.9,completed
86,100044,15.5,completed
87,100126,14.0,expired
87,100118,12.5,completed
87,100144,12.0,completed
88,100038,14.0,completed
88,100112,10.5,expired
89,100113,10.5,completed
89,100077,10.5,expired
89,100070,7.9,expired
89,100014,11.0,completed
89,100090,11.25,completed
89,100129,10.5,completed
89,100018,8.0,completed
90,100019,14.0,expired
90,100023,14.0,expired
90,100129,10.5,completed
91,100115,12.5,completed
92,100121,12.5,completed
92,100128,14.0,completed
93,100026,0.0,completed
93,100087,12.5,completed
94,100063,11.0,completed
94,100112,10.5,completed
94,100134,9.5,completed
95,100072,11.25,expired
95,100099,11.0,completed
96,100013,15.0,completed
96,100085,12.0,completed
96,100016,12.0,completed
96,100084,12.0,expired
96,100024,0.0,completed
96,100142,10.5,completed
96,100098,11.0,completed
96,100072,11.25,expired
96,100064,11.0,completed
96,100038,14.0,completed
96,100020,14.0,completed
96,100149,13.0,completed
96,100036,15.3,completed
96,100089,7.9,completed
96,100079,11.0,completed
96,100100,12.5,expired
97,100049,22.5,completed
98,100035,3.85,completed
99,100019,14.0,completed
100,100025,13.95,completed
100,100129,10.5,completed
100,100138,8.0,completed
101,100096,13.0,completed
101,100039,11.0,completed
102,100042,0.0,completed
102,100112,10.5,expired
103,100093,13.5,expired
103,100060,13.0,completed
104,100114,14.5,completed
105,100136,10.5,completed
105,100061,11.0,expired
106,100049,22.5,expired
106,100094,13.5,expired
106,100146,13.5,completed
107,100097,11.0,expired
107,100128,14.0,completed
108,100051,12.5,completed
109,100064,11.0,completed
109,100013,15.0,expired
109,100123,10.5,completed
109,100095,10.5,expired
109,100141,13.5,completed
109,100026,0.0,completed
109,100132,12.5,expired
109,100031,14.5,completed
109,100072,11.25,completed
109,100021,0.0,expired
109,100041,17.0,completed
110,100101,5.0,completed
110,100128,14.0,completed
110,100095,10.5,completed
110,100060,13.0,completed
110,100098,11.0,completed
110,100020,14.0,completed
110,100057,13.5,completed
111,100073,12.0,expired
112,100035,3.85,expired
113,100114,14.5,completed
114,100004,11.0,completed
114,100065,10.5,completed
115,100140,12.5,expired
115,100135,10.5,completed
116,100073,12.0,completed
117,100077,10.5,completed
117,100031,14.5,completed
118,100117,8.5,expired
118,100016,12.0,completed
118,100028,14.0,completed
119,100036,15.3,completed
119,100074,13.5,completed
119,100109,13.0,expired
119,100000,12.5,completed
120,100021,0.0,completed
120,100134,9.5,completed
121,100099,11.0,expired
122,100099,11.0,completed
122,100095,10.5,completed
122,100064,11.0,completed
122,100004,11.0,completed
123,100026,0.0,completed
123,100148,14.5,completed
123,100085,12.0,completed
123,100034,13.0,completed
124,100122,12.0,completed
124,100046,13.95,completed
124,100034,13.0,completed
124,100016,12.0,completed
124,100117,8.5,completed
125,100010,0.0,completed
125,100080,11.0,expired
126,100139,10.5,completed
126,100121,12.5,completed
126,100064,11.0,completed
127,100091,12.0,completed
127,100012,0.0,completed
127,100084,12.0,completed
128,100111,12.5,expired
128,100102,14.0,completed
128,100112,10.5,completed
129,100127,13.5,expired
130,100094,13.5,completed
131,100108,10.5,expired
131,100020,14.0,completed
132,100139,10.5,completed
133,100026,0.0,completed
133,100020,14.0,completed
133,100083,10.5,expired
134,100109,13.0,completed
135,100113,10.5,expired
135,100089,7.9,completed
136,100111,12.5,completed
136,100070,7.9,expired
136,100014,11.0,completed
137,100007,11.0,completed
138,100112,10.5,completed
138,100008,0.0,completed
139,100060,13.0,completed
140,100092,13.5,expired
141,100145,10.35,completed
141,100008,0.0,completed
141,100039,11.0,expired
141,100115,12.5,expired
141,100094,13.5,completed
141,100095,10.5,completed
141,100113,10.5,completed
141,100019,14.0,expired
141,100146,13.5,completed
141,100035,3.85,completed
141,100135,10.5,expired
141,100093,13.5,completed
141,100101,5.0,completed
141,100080,11.0,completed
141,100071,7.9,completed
141,100063,11.0,expired
141,100029,13.5,completed
142,100022,12.0,completed
143,100016,12.0,completed
143,100140,12.5,completed
144,100040,13.0,completed
145,100092,13.5,completed
145,100130,10.5,completed
146,100035,3.85,completed
146,100060,13.0,completed
146,100126,14.0,completed
146,100006,14.0,expired
146,100092,13.5,expired
146,100141,13.5,expired
146,100146,13.5,expired
146,100094,13.5,completed
146,100119,12.5,completed
146,100033,13.5,completed
147,100115,12.5,completed
147,100119,12.5,completed
147,100132,12.5,completed
147,100088,7.9,completed
147,100032,12.0,completed
147,100141,13.5,completed
147,100046,13.95,completed
147,100033,13.5,completed
147,100110,15.0,completed
147,100128,14.0,completed
147,100014,11.0,completed
147,100031,14.5,completed
147,100039,11.0,completed
147,100077,10.5,completed
147,100042,0.0,completed
147,100041,17.0,completed
148,100007,11.0,completed
148,100020,14.0,completed
148,100011,6.5,expired
148,100147,12.5,completed
148,100067,12.0,expired
148,100053,7.9,completed
148,100146,13.5,expired
148,100106,0.0,completed
148,100127,13.5,completed
149,100112,10.5,completed
149,100106,0.0,completed
149,100123,10.5,completed
149,100118,12.5,completed
150,100081,11.0,expired
150,100088,7.9,completed
151,100131,12.0,completed
151,100143,10.5,completed
152,100119,12.5,completed
152,100031,14.5,expired
153,100063,11.0,completed
154,100024,0.0,completed
154,100012,0.0,expired
155,100107,10.5,completed
155,100063,11.0,completed
155,100040,13.0,completed
155,100083,10.5,expired
156,100131,12.0,expired
156,100119,12.5,completed
157,100005,14.0,completed
158,100129,10.5,completed
158,100117,8.5,completed
159,100149,13.0,completed
159,100090,11.25,completed
159,100012,0.0,completed
159,100072,11.25,completed
159,100126,14.0,completed
159,100120,13.0,expired
159,100073,12.0,expired
159,100137,11.0,completed
159,100002,9.0,completed
159,100027,0.0,completed
159,100110,15.0,completed
159,100034,13.0,expired
159,100067,12.0,completed
159,100093,13.5,completed
159,100103,0.0,completed
159,100011,6.5,completed
159,100102,14.0,completed
160,100130,10.5,completed
160,100102,14.0,completed
161,100035,3.85,completed
162,100121,12.5,completed
162,100132,12.5,completed
162,100116,10.5,completed
163,100081,11.0,expired
163,100041,17.0,completed
164,100086,7.9,completed
164,100129,10.5,completed
164,100130,10.5,completed
164,100136,10.5,completed
164,100125,13.0,expired
164,100144,12.0,completed
164,100076,13.5,completed
164,100121,12.5,expired
165,100067,12.0,completed
165,100148,14.5,completed
165,100147,12.5,expired
166,100043,20.5,expired
167,100037,13.0,completed
168,100008,0.0,completed
168,100146,13.5,completed
169,100112,10.5,completed
169,100080,11.0,completed
169,100107,10.5,expired
169,100038,14.0,completed
169,100105,0.0,completed
169,100052,7.9,completed
169,100128,14.0,expired
169,100120,13.0,completed
169,100015,13.0,completed
169,100035,3.85,completed
169,100132,12.5,completed
169,100053,7.9,completed
169,100143,10.5,completed
169,100083,10.5,completed
169,100122,12.0,completed
169,100134,9.5,expired
169,100096,13.0,completed
170,100122,12.0,completed
170,100089,7.9,completed
170,100143,10.5,completed
171,100101,5.0,completed
171,100088,7.9,expired
171,100037,13.0,completed
171,100074,13.5,expired
171,100010,0.0,completed
171,100073,12.0,completed
171,100020,14.0,completed
172,100069,12.5,completed
172,100035,3.85,completed
172,100027,0.0,completed
172,100061,11.0,completed
173,100013,15.0,expired
173,100025,13.95,completed
173,100105,0.0,completed
173,100084,12.0,completed
174,100140,12.5,completed
174,100040,13.0,completed
174,100104,0.0,completed
174,100121,12.5,completed
174,100122,12.0,completed
174,100051,12.5,completed
174,100073,12.0,completed
175,100106,0.0,completed
176,100009,0.0,completed
176,100101,5.0,completed
176,100126,14.0,completed
176,100047,14.0,completed
176,100074,13.5,expired
176,100002,9.0,completed
176,100076,13.5,completed
176,100145,10.35,completed
176,100027,0.0,completed
176,100085,12.0,completed
176,100072,11.25,completed
176,100116,10.5,completed
176,100139,10.5,expired
176,100134,9.5,expired
176,100034,13.0,completed
176,100129,10.5,completed
176,100119,12.5,expired
176,100069,12.5,completed
177,100047,14.0,completed
177,100035,3.85,expired
177,100122,12.0,completed
177,100082,11.0,expired
177,100063,11.0,completed
177,100001,14.0,completed
178,100077,10.5,completed
178,100149,13.0,completed
179,100092,13.5,completed
180,100015,13.0,expired
180,100030,12.0,completed
181,100040,13.0,completed
181,100103,0.0,completed
182,100075,13.5,expired
182,100094,13.5,completed
182,100056,13.5,expired
182,100034,13.0,expired
182,100122,12.0,completed
182,100039,11.0,completed
183,100020,14.0,expired
183,100134,9.5,completed
184,100019,14.0,completed
184,100144,12.0,completed
184,100028,14.0,completed
184,100015,13.0,completed
185,100133,10.5,expired
185,100113,10.5,completed
185,100029,13.5,completed
185,100052,7.9,expired
185,100149,13.0,completed
185,100125,13.0,completed
185,100023,14.0,completed
185,100130,10.5,completed
185,100114,14.5,completed
185,100014,11.0,expired
185,100116,10.5,completed
185,100033,13.5,completed
185,100131,12.0,completed
185,100106,0.0,completed
185,100144,12.0,expired
185,100143,10.5,completed
186,100073,12.0,expired
187,100046,13.95,expired
187,100034,13.0,completed
188,100114,14.5,expired
188,100096,13.0,completed
188,100020,14.0,completed
188,100138,8.0,completed
188,100034,13.0,completed
188,100089,7.9,completed
188,100030,12.0,expired
188,100045,14.0,expired
188,100137,11.0,expired
189,100058,13.5,completed
189,100063,11.0,expired
189,100117,8.5,completed
189,100088,7.9,completed
189,100039,11.0,completed
189,100070,7.9,completed
189,100048,9.5,completed
189,100028,14.0,completed
190,100114,14.5,completed
190,100012,0.0,completed
191,100112,10.5,completed
191,100059,10.5,completed
191,100138,8.0,expired
191,100055,12.0,completed
191,100014,11.0,completed
191,100035,3.85,completed
191,100128,14.0,completed
191,100074,13.5,expired
191,100147,12.5,expired
191,100081,11.0,completed
191,100082,11.0,completed
191,100060,13.0,expired
191,100077,10.5,completed
192,100106,0.0,completed
192,100104,0.0,completed
193,100096,13.0,expired
193,100047,14.0,completed
193,100137,11.0,completed
194,100036,15.3,expired
195,100014,11.0,expired
195,100143,10.5,expired
196,100142,10.5,completed
197,100062,11.0,completed
197,100065,10.5,expired
197,100052,7.9,completed
197,100084,12.0,completed
197,100020,14.0,completed
197,100115,12.5,completed
197,100094,13.5,completed
197,100023,14.0,completed
197,100137,11.0,completed
197,100048,9.5,expired
197,100013,15.0,completed
197,100068,7.9,completed
197,100096,13.0,expired
197,100010,0.0,completed
197,100018,8.0,completed
197,100143,10.5,completed
198,100097,11.0,completed
198,100119,12.5,completed
198,100136,10.5,expired
198,100091,12.0,completed
198,100078,13.0,completed
198,100066,12.0,completed
198,100092,13.5,completed
198,100131,12.0,completed
198,100127,13.5,expired
198,100025,13.95,completed
198,100120,13.0,expired
198,100081,11.0,completed
198,100052,7.9,completed
198,100094,13.5,expired
198,100080,11.0,expired
198,100105,0.0,expired
198,100011,6.5,completed
198,100144,12.0,completed
198,100056,13.5,completed
198,100037,13.0,completed
199,100139,10.5,completed
199,100125,13.0,completed
199,100047,14.0,completed
199,100138,8.0,completed
200,100001,14.0,expired
201,100035,3.85,completed
201,100059,10.5,completed
201,100017,5.0,expired
201,100038,14.0,completed
202,100015,13.0,expired
203,100124,13.0,expired
203,100004,11.0,completed
203,100001,14.0,completed
203,100136,10.5,completed
204,100137,11.0,expired
204,100073,12.0,completed
204,100004,11.0,completed
204,100128,14.0,completed
205,100134,9.5,completed
205,100038,14.0,completed
205,100061,11.0,completed
206,100068,7.9,completed
206,100101,5.0,completed
207,100103,0.0,completed
207,100117,8.5,completed
208,100076,13.5,completed
209,100008,0.0,completed
210,100103,0.0,completed
210,100097,11.0,completed
210,100096,13.0,completed
210,100141,13.5,expired
210,100121,12.5,completed
210,100014,11.0,completed
210,100002,9.0,completed
210,100043,20.5,completed
210,100021,0.0,completed
210,100127,13.5,completed
210,100111,12.5,completed
210,100084,12.0,completed
210,100144,12.0,completed
210,100024,0.0,completed
210,100135,10.5,expired
211,100076,13.5,completed
211,100041,17.0,completed
211,100144,12.0,completed
211,100061,11.0,expired
211,100145,10.35,completed
211,100099,11.0,completed
211,100138,8.0,completed
211,100084,12.0,expired
211,100098,11.0,expired
211,100035,3.85,completed
211,100020,14.0,completed
211,100128,14.0,expired
211,100088,7.9,expired
211,100013,15.0,completed
211,100025,13.95,expired
211,100111,12.5,completed
212,100063,11.0,completed
212,100018,8.0,completed
213,100097,11.0,expired
213,100039,11.0,completed
214,100027,0.0,completed
214,100023,14.0,expired
214,100001,14.0,completed
215,100026,0.0,completed
216,100022,12.0,expired
216,100047,14.0,expired
217,100142,10.5,expired
218,100026,0.0,completed
218,100006,14.0,completed
218,100022,12.0,expired
218,100090,11.25,completed
218,100141,13.5,completed
218,100023,14.0,completed
218,100083,10.5,completed
218,100098,11.0,completed
218,100003,11.5,expired
218,100074,13.5,completed
218,100105,0.0,completed
218,100099,11.0,completed
218,100021,0.0,expired
219,100070,7.9,completed
219,100107,10.5,completed
219,100076,13.5,completed
219,100123,10.5,completed
219,100019,14.0,expired
219,100092,13.5,completed
219,100064,11.0,expired
219,100063,11.0,completed
219,100126,14.0,expired
219,100050,7.9,completed
219,100117,8.5,expired
220,100034,13.0,completed
220,100076,13.5,completed
221,100080,11.0,completed
221,100045,14.0,completed
221,100101,5.0,expired
222,100062,11.0,completed
222,100083,10.5,expired
222,100096,13.0,completed
223,100029,13.5,completed
223,100144,12.0,completed
223,100051,12.5,expired
224,100053,7.9,completed
224,100112,10.5,completed
224,100074,13.5,expired
224,100017,5.0,expired
224,100104,0.0,completed
224,100127,13.5,expired
224,100035,3.85,expired
224,100077,10.5,expired
224,100061,11.0,expired
225,100139,10.5,completed
225,100009,0.0,completed
226,100027,0.0,completed
226,100063,11.0,completed
226,100090,11.25,expired
227,100084,12.0,completed
227,100110,15.0,completed
227,100027,0.0,completed
228,100056,13.5,completed
228,100130,10.5,expired
228,100132,12.5,completed
229,100100,12.5,completed
229,100118,12.5,completed
229,100128,14.0,expired
229,100038,14.0,completed
230,100075,13.5,completed
230,100106,0.0,completed
231,100036,15.3,expired
231,100089,7.9,completed
231,100079,11.0,expired
231,100087,12.5,completed
232,100121,12.5,expired
232,100024,0.0,expired
233,100081,11.0,completed
234,100076,13.5,completed
235,100029,13.5,completed
235,100005,14.0,completed
236,100042,0.0,completed
236,100062,11.0,completed
237,100084,12.0,expired
238,100118,12.5,completed
239,100103,0.0,completed
240,100047,14.0,completed
240,100110,15.0,completed
240,100101,5.0,expired
241,100109,13.0,expired
242,100001,14.0,completed
243,100052,7.9,completed
243,100071,7.9,completed
244,100137,11.0,completed
244,100047,14.0,expired
244,100093,13.5,expired
244,100083,10.5,completed
244,100050,7.9,completed
244,100117,8.5,completed
244,100029,13.5,expired
244,100067,12.0,completed
244,100125,13.0,completed
245,100021,0.0,expired
245,100034,13.0,expired
245,100080,11.0,completed
245,100030,12.0,expired
245,100061,11.0,expired
245,100078,13.0,completed
245,100029,13.5,expired
245,100046,13.95,completed
245,100095,10.5,completed
245,100036,15.3,expired
245,100130,10.5,completed
246,100035,3.85,expired
246,100047,14.0,expired
246,100080,11.0,completed
246,100115,12.5,completed
246,100013,15.0,completed
246,100091,12.0,completed
246,100002,9.0,completed
246,100124,13.0,completed
246,100034,13.0,completed
246,100049,22.5,completed
246,100098,11.0,completed
246,100143,10.5,completed
246,100129,10.5,expired
246,100126,14.0,expired
246,100104,0.0,completed
246,100125,13.0,completed
246,100106,0.0,completed
247,100139,10.5,completed
247,100093,13.5,expired
247,100138,8.0,completed
248,100108,10.5,completed
248,100026,0.0,completed
249,100008,0.0,completed
249,100115,12.5,completed
249,100067,12.0,expired
250,100030,12.0,completed
251,100053,7.9,completed
251,100089,7.9,completed
251,100109,13.0,completed
252,100052,7.9,completed
252,100015,13.0,completed
252,100145,10.35,completed
252,100089,7.9,completed
253,100074,13.5,completed
253,100146,13.5,completed
253,100068,7.9,expired
254,100015,13.0,completed
255,100032,12.0,completed
255,100033,13.5,completed
255,100063,11.0,completed
256,100100,12.5,completed
256,100125,13.0,completed
257,100106,0.0,expired
257,100096,13.0,completed
258,100023,14.0,completed
258,100103,0.0,completed
259,100124,13.0,completed
259,100083,10.5,completed
260,100117,8.5,completed
261,100016,12.0,expired
261,100136,10.5,completed
262,100054,11.25,completed
262,100126,14.0,completed
262,100068,7.9,expired
262,100082,11.0,completed
262,100072,11.25,completed
263,100011,6.5,completed
263,100025,13.95,completed
263,100117,8.5,completed
264,100112,10.5,completed
264,100116,10.5,completed
264,100000,12.5,completed
264,100109,13.0,completed
264,100051,12.5,completed
264,100033,13.5,completed
264,100077,10.5,completed
264,100040,13.0,completed
265,100078,13.0,completed
265,100059,10.5,completed
265,100109,13.0,completed
266,100122,12.0,completed
266,100019,14.0,completed
267,100132,12.5,completed
267,100113,10.5,completed
267,100002,9.0,completed
268,100033,13.5,completed
268,100122,12.0,completed
269,100098,11.0,completed
269,100022,12.0,completed
270,100080,11.0,completed
271,100035,3.85,completed
271,100097,11.0,completed
272,100017,5.0,completed
273,100042,0.0,completed
273,100112,10.5,completed
274,100038,14.0,completed
274,100105,0.0,completed
274,100113,10.5,completed
274,100055,12.0,completed
275,100098,11.0,expired
275,100089,7.9,completed
276,100035,3.85,completed
277,100021,0.0,completed
277,100063,11.0,completed
278,100052,7.9,completed
278,100132,12.5,expired
279,100075,13.5,expired
279,100013,15.0,expired
279,100061,11.0,completed
280,100061,11.0,completed
280,100127,13.5,completed
281,100081,11.0,expired
281,100033,13.5,expired
282,100093,13.5,completed
282,100139,10.5,expired
283,100018,8.0,completed
283,100004,11.0,completed
283,100017,5.0,completed
283,100003,11.5,completed
284,100129,10.5,completed
284,100073,12.0,completed
284,100128,14.0,completed
284,100106,0.0,completed
284,100108,10.5,expired
284,100102,14.0,completed
284,100021,0.0,expired
284,100137,11.0,completed
284,100039,11.0,completed
284,100071,7.9,completed
284,100079,11.0,completed
284,100020,14.0,completed
284,100130,10.5,completed
284,100052,7.9,completed
284,100083,10.5,completed
284,100100,12.5,expired
284,100016,12.0,completed
284,100111,12.5,completed
285,100042,0.0,completed
286,100032,12.0,completed
286,100068,7.9,expired
286,100030,12.0,completed
286,100007,11.0,completed
287,100067,12.0,completed
288,100127,13.5,completed
288,100116,10.5,completed
289,100127,13.5,completed
289,100145,10.35,completed
290,100040,13.0,completed
290,100065,10.5,completed
291,100130,10.5,completed
291,100000,12.5,completed
292,100011,6.5,completed
292,100120,13.0,completed
292,100093,13.5,completed
292,100098,11.0,completed
292,100038,14.0,completed
292,100045,14.0,expired
292,100009,0.0,completed
292,100141,13.5,expired
292,100107,10.5,completed
292,100057,13.5,completed
292,100082,11.0,completed
292,100063,11.0,completed
292,100106,0.0,expired
292,100081,11.0,completed
292,100069,12.5,completed
292,100019,14.0,completed
292,100146,13.5,completed
292,100095,10.5,completed
293,100062,11.0,expired
294,100126,14.0,completed
294,100050,7.9,completed
294,100139,10.5,expired
294,100062,11.0,completed
295,100059,10.5,completed
295,100138,8.0,completed
296,100085,12.0,expired
296,100000,12.5,completed
297,100026,0.0,completed
298,100135,10.5,expired
298,100060,13.0,expired
299,100015,13.0,completed
299,100036,15.3,completed
300,100059,10.5,completed
300,100133,10.5,completed
300,100105,0.0,completed
300,100095,10.5,completed
300,100117,8.5,expired
300,100021,0.0,completed
300,100148,14.5,completed
300,100024,0.0,expired
300,100129,10.5,completed
300,100034,13.0,completed
300,100100,12.5,completed
300,100019,14.0,completed
300,100145,10.35,completed
300,100015,13.0,completed
300,100111,12.5,completed
300,100033,13.5,completed
301,100042,0.0,expired
301,100115,12.5,completed
301,100119,12.5,completed
301,100080,11.0,completed
302,100115,12.5,expired
302,100078,13.0,completed
303,100030,12.0,completed
304,100040,13.0,completed
305,100010,0.0,completed
306,100083,10.5,completed
306,100037,13.0,expired
306,100023,14.0,completed
306,100063,11.0,completed
307,100066,12.0,completed
308,100103,0.0,completed
308,100115,12.5,completed
308,100142,10.5,expired
309,100026,0.0,completed
309,100035,3.85,completed
309,100031,14.5,completed
310,100050,7.9,completed
310,100102,14.0,completed
311,100149,13.0,completed
311,100066,12.0,completed
312,100050,7.9,completed
312,100113,10.5,expired
312,100032,12.0,expired
312,100023,14.0,expired
312,100084,12.0,completed
312,100031,14.5,expired
312,100010,0.0,expired
312,100118,12.5,completed
312,100012,0.0,completed
313,100054,11.25,completed
314,100070,7.9,completed
315,100114,14.5,completed
315,100038,14.0,completed
316,100127,13.5,completed
316,100105,0.0,expired
316,100140,12.5,expired
316,100122,12.0,completed
316,100015,13.0,completed
316,100022,12.0,expired
316,100071,7.9,completed
316,100098,11.0,completed
316,100035,3.85,completed
316,100107,10.5,completed
316,100051,12.5,completed
316,100134,9.5,completed
316,100063,11.0,completed
316,100139,10.5,completed
316,100004,11.0,expired
316,100097,11.0,completed
317,100040,13.0,completed
